2025/02/03 13:24:47 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/distributor/OlV8dWWPNxnEFpa | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:47 | 200 | 3.1371ms | 127.0.0.1 | GET | /api/distributor/OlV8dWWPNxnEFpa | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:50 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/users/manager | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:50 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/store | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:50 | 200 | 3.0086ms | 127.0.0.1 | GET | /api/store | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:50 | 200 | 3.0748ms | 127.0.0.1 | GET | /api/users/manager | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:51 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/store/sQ5k0c37vldCg8d | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:24:51 | 200 | 2.2826ms | 127.0.0.1 | GET | /api/store/sQ5k0c37vldCg8d | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:00 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/product | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:00 | 200 | 2.6688ms | 127.0.0.1 | GET | /api/product | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:01 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/product/AXH80cbf1psJ49C | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:01 | 200 | 3.8368ms | 127.0.0.1 | GET | /api/product/AXH80cbf1psJ49C | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:14 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/users | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:14 | 200 | 2.7041ms | 127.0.0.1 | GET | /api/users | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 13:25:16 | 200 | 3.3779ms | 127.0.0.1 | GET | /api/users | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/checkToken | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 0s | 127.0.0.1 | OPTIONS | /api/users | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 3.7918ms | 127.0.0.1 | GET | /api/checkToken | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 3.8221ms | 127.0.0.1 | GET | /api/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
2025/02/03 19:13:23 | 200 | 3.169ms | 127.0.0.1 | GET | /api/users | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 |
